Time,Gaze
00:00:11.2696947,Brian (UnityEngine.CapsuleCollider)
00:00:11.2815158,Brian (UnityEngine.CapsuleCollider)
00:00:11.2918676,Brian (UnityEngine.CapsuleCollider)
00:00:11.3032534,Brian (UnityEngine.CapsuleCollider)
00:00:11.3140233,Brian (UnityEngine.CapsuleCollider)
00:00:11.3252340,Brian (UnityEngine.CapsuleCollider)
00:00:11.3364529,Brian (UnityEngine.CapsuleCollider)
00:00:11.3476144,Brian (UnityEngine.CapsuleCollider)
00:00:11.3586680,Brian (UnityEngine.CapsuleCollider)
00:00:11.3700103,Brian (UnityEngine.CapsuleCollider)
00:00:11.3809214,Brian (UnityEngine.CapsuleCollider)
00:00:11.3923675,Brian (UnityEngine.CapsuleCollider)
00:00:11.4036110,Brian (UnityEngine.CapsuleCollider)
00:00:11.4145465,Brian (UnityEngine.CapsuleCollider)
00:00:11.4259523,Brian (UnityEngine.CapsuleCollider)
00:00:11.4368688,Brian (UnityEngine.CapsuleCollider)
00:00:11.4477927,Brian (UnityEngine.CapsuleCollider)
00:00:11.4582905,Brian (UnityEngine.CapsuleCollider)
00:00:11.4697457,Brian (UnityEngine.CapsuleCollider)
00:00:11.4806740,Brian (UnityEngine.CapsuleCollider)
00:00:11.4919139,Brian (UnityEngine.CapsuleCollider)
00:00:11.5032033,Brian (UnityEngine.CapsuleCollider)
00:00:11.5140736,Brian (UnityEngine.CapsuleCollider)
00:00:11.5251803,Brian (UnityEngine.CapsuleCollider)
00:00:11.5365363,Brian (UnityEngine.CapsuleCollider)
00:00:11.5474035,Brian (UnityEngine.CapsuleCollider)
00:00:11.5583858,Brian (UnityEngine.CapsuleCollider)
00:00:11.5698311,Brian (UnityEngine.CapsuleCollider)
00:00:11.5807365,Brian (UnityEngine.CapsuleCollider)
00:00:11.5921171,Brian (UnityEngine.CapsuleCollider)
00:00:11.6030487,Brian (UnityEngine.CapsuleCollider)
00:00:11.6140114,Brian (UnityEngine.CapsuleCollider)
00:00:11.6250424,Brian (UnityEngine.CapsuleCollider)
00:00:11.6365060,Brian (UnityEngine.CapsuleCollider)
00:00:11.6471954,Brian (UnityEngine.CapsuleCollider)
00:00:11.6576787,Brian (UnityEngine.CapsuleCollider)
00:00:11.6692214,Brian (UnityEngine.CapsuleCollider)
00:00:11.6800519,Brian (UnityEngine.CapsuleCollider)
00:00:11.6913107,Brian (UnityEngine.CapsuleCollider)
00:00:11.7022577,Brian (UnityEngine.CapsuleCollider)
00:00:11.7133906,Brian (UnityEngine.CapsuleCollider)
00:00:11.7246309,Brian (UnityEngine.CapsuleCollider)
00:00:11.7356917,Brian (UnityEngine.CapsuleCollider)
00:00:11.7472970,Brian (UnityEngine.CapsuleCollider)
00:00:11.7582552,Brian (UnityEngine.CapsuleCollider)
00:00:11.7699127,Brian (UnityEngine.CapsuleCollider)
00:00:11.7807763,Brian (UnityEngine.CapsuleCollider)
00:00:11.7919805,Brian (UnityEngine.CapsuleCollider)
00:00:11.8030095,Brian (UnityEngine.CapsuleCollider)
00:00:11.8142887,Floor (UnityEngine.MeshCollider)
00:00:11.8253954,Floor (UnityEngine.MeshCollider)
00:00:11.8362770,Floor (UnityEngine.MeshCollider)
00:00:11.8477398,Floor (UnityEngine.MeshCollider)
00:00:11.8585157,Floor (UnityEngine.MeshCollider)
00:00:11.8694394,Floor (UnityEngine.MeshCollider)
00:00:11.8814412,Floor (UnityEngine.MeshCollider)
00:00:11.8919949,Floor (UnityEngine.MeshCollider)
00:00:11.9030273,Floor (UnityEngine.MeshCollider)
00:00:11.9141807,Floor (UnityEngine.MeshCollider)
00:00:11.9252635,Floor (UnityEngine.MeshCollider)
00:00:11.9364629,Floor (UnityEngine.MeshCollider)
00:00:11.9475665,Floor (UnityEngine.MeshCollider)
00:00:11.9585758,Floor (UnityEngine.MeshCollider)
00:00:11.9699446,Floor (UnityEngine.MeshCollider)
00:00:11.9814215,Floor (UnityEngine.MeshCollider)
00:00:11.9922785,Floor (UnityEngine.MeshCollider)
00:00:12.0034917,Floor (UnityEngine.MeshCollider)
00:00:12.0147527,Floor (UnityEngine.MeshCollider)
00:00:12.0256150,Floor (UnityEngine.MeshCollider)
00:00:12.0369224,Floor (UnityEngine.MeshCollider)
00:00:12.0478871,Floor (UnityEngine.MeshCollider)
00:00:12.0589699,Floor (UnityEngine.MeshCollider)
00:00:12.0701187,Floor (UnityEngine.MeshCollider)
00:00:12.0811886,Floor (UnityEngine.MeshCollider)
00:00:12.0921431,Floor (UnityEngine.MeshCollider)
00:00:12.1034983,Floor (UnityEngine.MeshCollider)
00:00:12.1145977,Floor (UnityEngine.MeshCollider)
00:00:12.1255267,Floor (UnityEngine.MeshCollider)
00:00:12.1368617,Floor (UnityEngine.MeshCollider)
00:00:12.1477287,Floor (UnityEngine.MeshCollider)
00:00:12.1587372,Maria (UnityEngine.CapsuleCollider)
00:00:12.1700718,Maria (UnityEngine.CapsuleCollider)
00:00:12.1809414,Maria (UnityEngine.CapsuleCollider)
00:00:12.1923851,Maria (UnityEngine.CapsuleCollider)
00:00:12.2035142,Maria (UnityEngine.CapsuleCollider)
00:00:12.2144816,Maria (UnityEngine.CapsuleCollider)
00:00:12.2254047,Maria (UnityEngine.CapsuleCollider)
00:00:12.2365129,Maria (UnityEngine.CapsuleCollider)
00:00:12.2481230,Maria (UnityEngine.CapsuleCollider)
00:00:12.2588108,Maria (UnityEngine.CapsuleCollider)
00:00:12.2697519,Maria (UnityEngine.CapsuleCollider)
00:00:12.2811252,Maria (UnityEngine.CapsuleCollider)
00:00:12.2922679,Maria (UnityEngine.CapsuleCollider)
00:00:12.3027891,Maria (UnityEngine.CapsuleCollider)
00:00:12.3140595,Maria (UnityEngine.CapsuleCollider)
00:00:12.3250080,Maria (UnityEngine.CapsuleCollider)
00:00:12.3363098,Maria (UnityEngine.CapsuleCollider)
00:00:12.3477788,Maria (UnityEngine.CapsuleCollider)
00:00:12.3584209,Maria (UnityEngine.CapsuleCollider)
00:00:12.3694900,Maria (UnityEngine.CapsuleCollider)
00:00:12.3806137,Maria (UnityEngine.CapsuleCollider)
00:00:12.3921143,Maria (UnityEngine.CapsuleCollider)
00:00:12.4023980,Maria (UnityEngine.CapsuleCollider)
00:00:12.4142335,Maria (UnityEngine.CapsuleCollider)
00:00:12.4251685,Maria (UnityEngine.CapsuleCollider)
00:00:12.4361034,Maria (UnityEngine.CapsuleCollider)
00:00:12.4473404,Maria (UnityEngine.CapsuleCollider)
00:00:12.4582326,Maria (UnityEngine.CapsuleCollider)
00:00:12.4693081,Maria (UnityEngine.CapsuleCollider)
00:00:12.4837165,Maria (UnityEngine.CapsuleCollider)
00:00:12.4956799,Maria (UnityEngine.CapsuleCollider)
00:00:12.5030726,Maria (UnityEngine.CapsuleCollider)
00:00:12.5137880,Maria (UnityEngine.CapsuleCollider)
00:00:12.5252472,Maria (UnityEngine.CapsuleCollider)
00:00:12.5357667,Maria (UnityEngine.CapsuleCollider)
00:00:12.5475088,Maria (UnityEngine.CapsuleCollider)
00:00:12.5583373,Maria (UnityEngine.CapsuleCollider)
00:00:12.5690614,Maria (UnityEngine.CapsuleCollider)
00:00:12.5807774,Maria (UnityEngine.CapsuleCollider)
00:00:12.5921025,Maria (UnityEngine.CapsuleCollider)
00:00:12.6028968,Maria (UnityEngine.CapsuleCollider)
00:00:12.6145521,Maria (UnityEngine.CapsuleCollider)
00:00:12.6251382,Maria (UnityEngine.CapsuleCollider)
00:00:12.6362997,Maria (UnityEngine.CapsuleCollider)
00:00:12.6476357,Maria (UnityEngine.CapsuleCollider)
00:00:12.6585200,Maria (UnityEngine.CapsuleCollider)
00:00:12.6698433,Maria (UnityEngine.CapsuleCollider)
00:00:12.6809053,Maria (UnityEngine.CapsuleCollider)
00:00:12.6923362,Maria (UnityEngine.CapsuleCollider)
00:00:12.7035451,Maria (UnityEngine.CapsuleCollider)
00:00:12.7145592,Maria (UnityEngine.CapsuleCollider)
00:00:12.7254452,Maria (UnityEngine.CapsuleCollider)
00:00:12.7370031,Maria (UnityEngine.CapsuleCollider)
00:00:12.7481845,Maria (UnityEngine.CapsuleCollider)
00:00:12.7591311,Maria (UnityEngine.CapsuleCollider)
00:00:12.7703991,Maria (UnityEngine.CapsuleCollider)
00:00:12.7814333,Maria (UnityEngine.CapsuleCollider)
00:00:12.7923930,Maria (UnityEngine.CapsuleCollider)
00:00:12.8035574,Maria (UnityEngine.CapsuleCollider)
00:00:12.8145049,Maria (UnityEngine.CapsuleCollider)
00:00:12.8255614,Maria (UnityEngine.CapsuleCollider)
00:00:12.8371785,Maria (UnityEngine.CapsuleCollider)
00:00:12.8479627,Maria (UnityEngine.CapsuleCollider)
00:00:12.8588798,Maria (UnityEngine.CapsuleCollider)
00:00:12.8704789,Maria (UnityEngine.CapsuleCollider)
00:00:12.8813340,Maria (UnityEngine.CapsuleCollider)
00:00:12.8923880,Maria (UnityEngine.CapsuleCollider)
00:00:12.9037084,Maria (UnityEngine.CapsuleCollider)
00:00:12.9147869,Maria (UnityEngine.CapsuleCollider)
00:00:12.9259920,Maria (UnityEngine.CapsuleCollider)
00:00:12.9367281,Maria (UnityEngine.CapsuleCollider)
00:00:12.9478972,Maria (UnityEngine.CapsuleCollider)
00:00:12.9587736,Maria (UnityEngine.CapsuleCollider)
00:00:12.9695961,Maria (UnityEngine.CapsuleCollider)
00:00:12.9808238,Maria (UnityEngine.CapsuleCollider)
00:00:12.9922510,Maria (UnityEngine.CapsuleCollider)
00:00:13.0033280,Maria (UnityEngine.CapsuleCollider)
00:00:13.0142197,Maria (UnityEngine.CapsuleCollider)
00:00:13.0251251,Maria (UnityEngine.CapsuleCollider)
00:00:13.0360858,Maria (UnityEngine.CapsuleCollider)
00:00:13.0473717,Maria (UnityEngine.CapsuleCollider)
00:00:13.0586421,Maria (UnityEngine.CapsuleCollider)
00:00:13.0694855,Maria (UnityEngine.CapsuleCollider)
00:00:13.0810283,Maria (UnityEngine.CapsuleCollider)
00:00:13.0921527,Maria (UnityEngine.CapsuleCollider)
00:00:13.1029537,Maria (UnityEngine.CapsuleCollider)
00:00:13.1143299,Maria (UnityEngine.CapsuleCollider)
00:00:13.1253749,Maria (UnityEngine.CapsuleCollider)
00:00:13.1363203,Maria (UnityEngine.CapsuleCollider)
00:00:13.1476960,Maria (UnityEngine.CapsuleCollider)
00:00:13.1586213,Maria (UnityEngine.CapsuleCollider)
00:00:13.1697627,Maria (UnityEngine.CapsuleCollider)
00:00:13.1812399,Maria (UnityEngine.CapsuleCollider)
00:00:13.1920343,Maria (UnityEngine.CapsuleCollider)
00:00:13.2026526,Maria (UnityEngine.CapsuleCollider)
00:00:13.2140581,Maria (UnityEngine.CapsuleCollider)
00:00:13.2249771,Maria (UnityEngine.CapsuleCollider)
00:00:13.2361247,Maria (UnityEngine.CapsuleCollider)
00:00:13.2475630,Maria (UnityEngine.CapsuleCollider)
00:00:13.2584163,Maria (UnityEngine.CapsuleCollider)
00:00:13.2694870,Maria (UnityEngine.CapsuleCollider)
00:00:13.2806301,Maria (UnityEngine.CapsuleCollider)
00:00:13.2918813,Maria (UnityEngine.CapsuleCollider)
00:00:13.3035158,Maria (UnityEngine.CapsuleCollider)
00:00:13.3144815,Maria (UnityEngine.CapsuleCollider)
00:00:13.3255801,Maria (UnityEngine.CapsuleCollider)
00:00:13.3368204,Maria (UnityEngine.CapsuleCollider)
00:00:13.3479642,Maria (UnityEngine.CapsuleCollider)
00:00:13.3591619,Maria (UnityEngine.CapsuleCollider)
00:00:13.3701777,Maria (UnityEngine.CapsuleCollider)
00:00:13.3813499,Maria (UnityEngine.CapsuleCollider)
00:00:13.3922329,Maria (UnityEngine.CapsuleCollider)
00:00:13.4035094,Maria (UnityEngine.CapsuleCollider)
00:00:13.4146429,Maria (UnityEngine.CapsuleCollider)
00:00:13.4256442,Maria (UnityEngine.CapsuleCollider)
00:00:13.4369196,Maria (UnityEngine.CapsuleCollider)
00:00:13.4479193,Maria (UnityEngine.CapsuleCollider)
00:00:13.4591392,Maria (UnityEngine.CapsuleCollider)
00:00:13.4702913,Maria (UnityEngine.CapsuleCollider)
00:00:13.4815846,Maria (UnityEngine.CapsuleCollider)
00:00:13.4926501,Maria (UnityEngine.CapsuleCollider)
00:00:13.5035186,Maria (UnityEngine.CapsuleCollider)
00:00:13.5148023,Maria (UnityEngine.CapsuleCollider)
00:00:13.5255639,Maria (UnityEngine.CapsuleCollider)
00:00:13.5368093,Maria (UnityEngine.CapsuleCollider)
00:00:13.5477850,Maria (UnityEngine.CapsuleCollider)
00:00:13.5590798,Maria (UnityEngine.CapsuleCollider)
00:00:13.5698026,Maria (UnityEngine.CapsuleCollider)
00:00:13.5813418,Maria (UnityEngine.CapsuleCollider)
00:00:13.5920980,Maria (UnityEngine.CapsuleCollider)
00:00:13.6030017,Maria (UnityEngine.CapsuleCollider)
00:00:13.6144545,Maria (UnityEngine.CapsuleCollider)
00:00:13.6254675,Maria (UnityEngine.CapsuleCollider)
00:00:13.6365658,Maria (UnityEngine.CapsuleCollider)
00:00:13.6476503,Maria (UnityEngine.CapsuleCollider)
00:00:13.6586004,Maria (UnityEngine.CapsuleCollider)
00:00:13.6696195,Maria (UnityEngine.CapsuleCollider)
00:00:13.6808991,Maria (UnityEngine.CapsuleCollider)
00:00:13.6923521,Maria (UnityEngine.CapsuleCollider)
00:00:13.7031565,Maria (UnityEngine.CapsuleCollider)
00:00:13.7146099,Maria (UnityEngine.CapsuleCollider)
00:00:13.7253879,Maria (UnityEngine.CapsuleCollider)
00:00:13.7365116,Maria (UnityEngine.CapsuleCollider)
00:00:13.7480732,Maria (UnityEngine.CapsuleCollider)
00:00:13.7589677,Maria (UnityEngine.CapsuleCollider)
00:00:13.7700096,Maria (UnityEngine.CapsuleCollider)
00:00:13.7813716,Maria (UnityEngine.CapsuleCollider)
00:00:13.7923670,Maria (UnityEngine.CapsuleCollider)
00:00:13.8034453,Maria (UnityEngine.CapsuleCollider)
00:00:13.8148218,Maria (UnityEngine.CapsuleCollider)
00:00:13.8250616,Maria (UnityEngine.CapsuleCollider)
00:00:13.8360344,Maria (UnityEngine.CapsuleCollider)
00:00:13.8474241,Maria (UnityEngine.CapsuleCollider)
00:00:13.8584359,Maria (UnityEngine.CapsuleCollider)
00:00:13.8698026,Maria (UnityEngine.CapsuleCollider)
00:00:13.8807872,Maria (UnityEngine.CapsuleCollider)
00:00:13.8920096,Maria (UnityEngine.CapsuleCollider)
00:00:13.9032250,Maria (UnityEngine.CapsuleCollider)
00:00:13.9143303,Maria (UnityEngine.CapsuleCollider)
00:00:13.9259549,Maria (UnityEngine.CapsuleCollider)
00:00:13.9366523,Maria (UnityEngine.CapsuleCollider)
00:00:13.9475579,Maria (UnityEngine.CapsuleCollider)
00:00:13.9586386,Maria (UnityEngine.CapsuleCollider)
00:00:13.9698632,Maria (UnityEngine.CapsuleCollider)
00:00:13.9808304,Maria (UnityEngine.CapsuleCollider)
00:00:13.9918205,Maria (UnityEngine.CapsuleCollider)
00:00:14.0032521,Maria (UnityEngine.CapsuleCollider)
00:00:14.0141679,Maria (UnityEngine.CapsuleCollider)
00:00:14.0251765,Maria (UnityEngine.CapsuleCollider)
00:00:14.0366177,Maria (UnityEngine.CapsuleCollider)
00:00:14.0474428,Maria (UnityEngine.CapsuleCollider)
00:00:14.0588599,Maria (UnityEngine.CapsuleCollider)
00:00:14.0699940,Maria (UnityEngine.CapsuleCollider)
00:00:14.0809421,Maria (UnityEngine.CapsuleCollider)
00:00:14.0922306,Maria (UnityEngine.CapsuleCollider)
00:00:14.1032520,Maria (UnityEngine.CapsuleCollider)
00:00:14.1143888,Maria (UnityEngine.CapsuleCollider)
00:00:14.1257064,Maria (UnityEngine.CapsuleCollider)
00:00:14.1363546,Maria (UnityEngine.CapsuleCollider)
00:00:14.1476279,Maria (UnityEngine.CapsuleCollider)
00:00:14.1587265,Maria (UnityEngine.CapsuleCollider)
00:00:14.1695517,Maria (UnityEngine.CapsuleCollider)
00:00:14.1807448,Maria (UnityEngine.CapsuleCollider)
00:00:14.1917976,Maria (UnityEngine.CapsuleCollider)
00:00:14.2030497,Maria (UnityEngine.CapsuleCollider)
00:00:14.2141398,Maria (UnityEngine.CapsuleCollider)
00:00:14.2252660,Maria (UnityEngine.CapsuleCollider)
00:00:14.2363103,Maria (UnityEngine.CapsuleCollider)
00:00:14.2476901,Maria (UnityEngine.CapsuleCollider)
00:00:14.2586919,Maria (UnityEngine.CapsuleCollider)
00:00:14.2696199,Maria (UnityEngine.CapsuleCollider)
00:00:14.2812764,Maria (UnityEngine.CapsuleCollider)
00:00:14.2921897,Maria (UnityEngine.CapsuleCollider)
00:00:14.3032330,Maria (UnityEngine.CapsuleCollider)
00:00:14.3144610,Maria (UnityEngine.CapsuleCollider)
00:00:14.3254990,Maria (UnityEngine.CapsuleCollider)
00:00:14.3364838,Maria (UnityEngine.CapsuleCollider)
00:00:14.3477800,Maria (UnityEngine.CapsuleCollider)
00:00:14.3586986,Maria (UnityEngine.CapsuleCollider)
00:00:14.3698160,Maria (UnityEngine.CapsuleCollider)
00:00:14.3812426,Maria (UnityEngine.CapsuleCollider)
00:00:14.3920065,Maria (UnityEngine.CapsuleCollider)
00:00:14.4030353,Maria (UnityEngine.CapsuleCollider)
00:00:14.4145947,Maria (UnityEngine.CapsuleCollider)
00:00:14.4254399,Maria (UnityEngine.CapsuleCollider)
00:00:14.4364981,Maria (UnityEngine.CapsuleCollider)
00:00:14.4480593,Maria (UnityEngine.CapsuleCollider)
00:00:14.4590184,Maria (UnityEngine.CapsuleCollider)
00:00:14.4699088,Maria (UnityEngine.CapsuleCollider)
00:00:14.4813065,Maria (UnityEngine.CapsuleCollider)
00:00:14.4922287,Maria (UnityEngine.CapsuleCollider)
00:00:14.5032266,Maria (UnityEngine.CapsuleCollider)
00:00:14.5142109,Maria (UnityEngine.CapsuleCollider)
00:00:14.5252962,Maria (UnityEngine.CapsuleCollider)
00:00:14.5364424,Maria (UnityEngine.CapsuleCollider)
00:00:14.5473073,Maria (UnityEngine.CapsuleCollider)
00:00:14.5584901,Maria (UnityEngine.CapsuleCollider)
00:00:14.5699678,Maria (UnityEngine.CapsuleCollider)
00:00:14.5812692,Maria (UnityEngine.CapsuleCollider)
00:00:14.5918539,Maria (UnityEngine.CapsuleCollider)
00:00:14.6035073,Maria (UnityEngine.CapsuleCollider)
00:00:14.6145920,Maria (UnityEngine.CapsuleCollider)
00:00:14.6256399,Maria (UnityEngine.CapsuleCollider)
00:00:14.6374689,Maria (UnityEngine.CapsuleCollider)
00:00:14.6480991,Maria (UnityEngine.CapsuleCollider)
00:00:14.6590538,Maria (UnityEngine.CapsuleCollider)
00:00:14.6702183,Maria (UnityEngine.CapsuleCollider)
00:00:14.6811751,Maria (UnityEngine.CapsuleCollider)
00:00:14.6924332,Maria (UnityEngine.CapsuleCollider)
00:00:14.7037155,Maria (UnityEngine.CapsuleCollider)
00:00:14.7146224,Maria (UnityEngine.CapsuleCollider)
00:00:14.7255119,Maria (UnityEngine.CapsuleCollider)
00:00:14.7369437,Maria (UnityEngine.CapsuleCollider)
00:00:14.7480130,Maria (UnityEngine.CapsuleCollider)
00:00:14.7589146,Maria (UnityEngine.CapsuleCollider)
00:00:14.7700326,Maria (UnityEngine.CapsuleCollider)
00:00:14.7811530,Maria (UnityEngine.CapsuleCollider)
00:00:14.7921361,Maria (UnityEngine.CapsuleCollider)
00:00:14.8033304,Maria (UnityEngine.CapsuleCollider)
00:00:14.8146293,Maria (UnityEngine.CapsuleCollider)
00:00:14.8253303,Maria (UnityEngine.CapsuleCollider)
00:00:14.8364162,Maria (UnityEngine.CapsuleCollider)
00:00:14.8474691,Maria (UnityEngine.CapsuleCollider)
00:00:14.8585498,Maria (UnityEngine.CapsuleCollider)
00:00:14.8694251,Maria (UnityEngine.CapsuleCollider)
00:00:14.8805243,Maria (UnityEngine.CapsuleCollider)
00:00:14.8918829,Maria (UnityEngine.CapsuleCollider)
00:00:14.9029097,Maria (UnityEngine.CapsuleCollider)
00:00:14.9143834,Maria (UnityEngine.CapsuleCollider)
00:00:14.9252865,Maria (UnityEngine.CapsuleCollider)
00:00:14.9391581,Maria (UnityEngine.CapsuleCollider)
00:00:14.9520046,Maria (UnityEngine.CapsuleCollider)
00:00:14.9587137,Maria (UnityEngine.CapsuleCollider)
00:00:14.9699678,Maria (UnityEngine.CapsuleCollider)
00:00:14.9811921,Maria (UnityEngine.CapsuleCollider)
00:00:14.9921365,Maria (UnityEngine.CapsuleCollider)
00:00:15.0031683,Maria (UnityEngine.CapsuleCollider)
00:00:15.0142407,Maria (UnityEngine.CapsuleCollider)
00:00:15.0250548,Maria (UnityEngine.CapsuleCollider)
00:00:15.0360768,Maria (UnityEngine.CapsuleCollider)
00:00:15.0474399,Maria (UnityEngine.CapsuleCollider)
00:00:15.0585015,Maria (UnityEngine.CapsuleCollider)
00:00:15.0698573,Maria (UnityEngine.CapsuleCollider)
00:00:15.0809000,Maria (UnityEngine.CapsuleCollider)
00:00:15.0919263,Maria (UnityEngine.CapsuleCollider)
00:00:15.1036532,Maria (UnityEngine.CapsuleCollider)
00:00:15.1147438,Maria (UnityEngine.CapsuleCollider)
00:00:15.1258879,Maria (UnityEngine.CapsuleCollider)
00:00:15.1370002,Maria (UnityEngine.CapsuleCollider)
00:00:15.1480483,Maria (UnityEngine.CapsuleCollider)
00:00:15.1592812,Maria (UnityEngine.CapsuleCollider)
00:00:15.1702271,Maria (UnityEngine.CapsuleCollider)
00:00:15.1813419,Maria (UnityEngine.CapsuleCollider)
00:00:15.1922774,Maria (UnityEngine.CapsuleCollider)
00:00:15.2035047,Maria (UnityEngine.CapsuleCollider)
00:00:15.2144428,Maria (UnityEngine.CapsuleCollider)
00:00:15.2253957,Maria (UnityEngine.CapsuleCollider)
00:00:15.2367762,Maria (UnityEngine.CapsuleCollider)
00:00:15.2480841,Maria (UnityEngine.CapsuleCollider)
00:00:15.2587699,Maria (UnityEngine.CapsuleCollider)
00:00:15.2700531,Maria (UnityEngine.CapsuleCollider)
00:00:15.2811020,Maria (UnityEngine.CapsuleCollider)
00:00:15.2922228,Maria (UnityEngine.CapsuleCollider)
00:00:15.3036173,Maria (UnityEngine.CapsuleCollider)
00:00:15.3144691,Maria (UnityEngine.CapsuleCollider)
00:00:15.3254100,Maria (UnityEngine.CapsuleCollider)
00:00:15.3365906,Maria (UnityEngine.CapsuleCollider)
00:00:15.3479619,Maria (UnityEngine.CapsuleCollider)
00:00:15.3589099,Maria (UnityEngine.CapsuleCollider)
00:00:15.3699070,Maria (UnityEngine.CapsuleCollider)
00:00:15.3812354,Maria (UnityEngine.CapsuleCollider)
00:00:15.3922881,Maria (UnityEngine.CapsuleCollider)
00:00:15.4033262,Maria (UnityEngine.CapsuleCollider)
00:00:15.4145060,Maria (UnityEngine.CapsuleCollider)
00:00:15.4252826,Maria (UnityEngine.CapsuleCollider)
00:00:15.4363555,Maria (UnityEngine.CapsuleCollider)
00:00:15.4475856,Maria (UnityEngine.CapsuleCollider)
00:00:15.4586904,Maria (UnityEngine.CapsuleCollider)
00:00:15.4696211,Maria (UnityEngine.CapsuleCollider)
00:00:15.4810022,Maria (UnityEngine.CapsuleCollider)
00:00:15.4922037,Maria (UnityEngine.CapsuleCollider)
00:00:15.5031504,Maria (UnityEngine.CapsuleCollider)
00:00:15.5144912,Maria (UnityEngine.CapsuleCollider)
00:00:15.5252852,Maria (UnityEngine.CapsuleCollider)
00:00:15.5360743,Maria (UnityEngine.CapsuleCollider)
00:00:15.5475146,Maria (UnityEngine.CapsuleCollider)
00:00:15.5583354,Maria (UnityEngine.CapsuleCollider)
00:00:15.5693742,Maria (UnityEngine.CapsuleCollider)
00:00:15.5806948,Maria (UnityEngine.CapsuleCollider)
00:00:15.5913087,Maria (UnityEngine.CapsuleCollider)
00:00:15.6031584,Maria (UnityEngine.CapsuleCollider)
00:00:15.6144443,Maria (UnityEngine.CapsuleCollider)
00:00:15.6249234,Maria (UnityEngine.CapsuleCollider)
00:00:15.6357406,Maria (UnityEngine.CapsuleCollider)
00:00:15.6478752,Maria (UnityEngine.CapsuleCollider)
00:00:15.6585685,Maria (UnityEngine.CapsuleCollider)
00:00:15.6695896,Maria (UnityEngine.CapsuleCollider)
00:00:15.6809027,Maria (UnityEngine.CapsuleCollider)
00:00:15.6920117,Maria (UnityEngine.CapsuleCollider)
00:00:15.7033771,Maria (UnityEngine.CapsuleCollider)
00:00:15.7144124,Maria (UnityEngine.CapsuleCollider)
00:00:15.7253944,Maria (UnityEngine.CapsuleCollider)
00:00:15.7367677,Maria (UnityEngine.CapsuleCollider)
00:00:15.7479778,Maria (UnityEngine.CapsuleCollider)
00:00:15.7589905,Maria (UnityEngine.CapsuleCollider)
00:00:15.7702285,Maria (UnityEngine.CapsuleCollider)
00:00:15.7811972,Maria (UnityEngine.CapsuleCollider)
00:00:15.7923717,Maria (UnityEngine.CapsuleCollider)
00:00:15.8036358,Maria (UnityEngine.CapsuleCollider)
00:00:15.8144722,Maria (UnityEngine.CapsuleCollider)
00:00:15.8256587,Maria (UnityEngine.CapsuleCollider)
00:00:15.8367823,Maria (UnityEngine.CapsuleCollider)
00:00:15.8479889,Maria (UnityEngine.CapsuleCollider)
00:00:15.8588521,Maria (UnityEngine.CapsuleCollider)
00:00:15.8700672,Maria (UnityEngine.CapsuleCollider)
00:00:15.8811062,Maria (UnityEngine.CapsuleCollider)
00:00:15.8920285,Maria (UnityEngine.CapsuleCollider)
00:00:15.9035614,Maria (UnityEngine.CapsuleCollider)
00:00:15.9145306,Maria (UnityEngine.CapsuleCollider)
00:00:15.9253167,Maria (UnityEngine.CapsuleCollider)
00:00:15.9367592,Maria (UnityEngine.CapsuleCollider)
00:00:15.9475362,Maria (UnityEngine.CapsuleCollider)
00:00:15.9585835,Maria (UnityEngine.CapsuleCollider)
00:00:15.9699666,Maria (UnityEngine.CapsuleCollider)
00:00:15.9809352,Maria (UnityEngine.CapsuleCollider)
00:00:15.9919496,Maria (UnityEngine.CapsuleCollider)
00:00:16.0031778,Maria (UnityEngine.CapsuleCollider)
00:00:16.0145637,Maria (UnityEngine.CapsuleCollider)
00:00:16.0255474,Maria (UnityEngine.CapsuleCollider)
00:00:16.0362728,Maria (UnityEngine.CapsuleCollider)
00:00:16.0475550,Maria (UnityEngine.CapsuleCollider)
00:00:16.0586293,Maria (UnityEngine.CapsuleCollider)
00:00:16.0695443,Maria (UnityEngine.CapsuleCollider)
00:00:16.0806769,Maria (UnityEngine.CapsuleCollider)
00:00:16.0922134,Maria (UnityEngine.CapsuleCollider)
00:00:16.1029770,Maria (UnityEngine.CapsuleCollider)
00:00:16.1141585,Maria (UnityEngine.CapsuleCollider)
00:00:16.1253660,Maria (UnityEngine.CapsuleCollider)
00:00:16.1363017,Maria (UnityEngine.CapsuleCollider)
00:00:16.1474588,Maria (UnityEngine.CapsuleCollider)
00:00:16.1585620,Maria (UnityEngine.CapsuleCollider)
00:00:16.1697366,Maria (UnityEngine.CapsuleCollider)
00:00:16.1811245,Maria (UnityEngine.CapsuleCollider)
00:00:16.1921205,Maria (UnityEngine.CapsuleCollider)
00:00:16.2032352,Maria (UnityEngine.CapsuleCollider)
00:00:16.2141465,Maria (UnityEngine.CapsuleCollider)
00:00:16.2252510,Maria (UnityEngine.CapsuleCollider)
00:00:16.2361652,Maria (UnityEngine.CapsuleCollider)
00:00:16.2476972,Maria (UnityEngine.CapsuleCollider)
00:00:16.2585523,Maria (UnityEngine.CapsuleCollider)
00:00:16.2696125,Maria (UnityEngine.CapsuleCollider)
00:00:16.2810143,Maria (UnityEngine.CapsuleCollider)
00:00:16.2922223,Maria (UnityEngine.CapsuleCollider)
